Traffic__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
operator	142326	39535	39535	49	263	41	6	2	5	142271	39270	39489	0.159442808361 %	0.0344280033163 %	0.384469457443 %	0.0058718314694 %	0.00421567387547 %	0.00885291513848 %
TEncCu::finishCU	127128	65182	31098	435	1925	2	6	4	0	126687	63253	31096	1.05725846881 %	0.342174815934 %	2.00145409223 %	0.00447611544797 %	0.00471965263357 %	0.00415454923141 %
write	122341	32211	13030	31	81	1	10	0	0	122300	32130	13029	0.0674296762182 %	0.0253390114516 %	0.181251519639 %	0.00596722798391 %	0.00817387466181 %	0.0 %
0x0006ce60	119548	119548	0	7	0	0	2	0	0	119539	119548	0	0 %	0 %	0 %	0 %	0 %	0 %
check_match.isra.0	118096	46950	21842	72	507	171	10	92	63	118014	46351	21608	0.401309875433 %	0.0609673485978 %	0.985579718572 %	0.0882881725954 %	0.00846768730524 %	0.225316897314 %
std::basic_filebuf<char,	116300	41442	27399	15	127	1	13	18	0	116272	41297	27398	0.0772384290892 %	0.0128976784179 %	0.185935706919 %	0.0167439951172 %	0.0111779879622 %	0.0261472087855 %
TComOutputBitstream::addSubstream	114070	50710	50660	10	235	0	4	3	0	114056	50472	50660	0.113720757519 %	0.00876654685719 %	0.231824011049 %	0.00324916450056 %	0.00350661874288 %	0.0029594554602 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5023	29	0	5006	112701	1404	38721	3.1182874888 %	0.0514239103451 %	10.0151533278 %	3.09005658455 %	0.0257119551725 %	9.9812577262 %
std::ostream::write	111504	55752	31512	35	14	0	20	7	0	111449	55731	31512	0.0246518554294 %	0.0313890084661 %	0.0160432709938 %	0.0135836754407 %	0.0179365762663 %	0.00802163549688 %
TEncCu::xCompressCU	107797	48579	38939	7979	25542	2501	160	3	0	99658	23034	36438	18.4430279292 %	7.40187574793 %	32.0425512466 %	0.0834549317769 %	0.148427136191 %	0.00342786626751 %
SAOOffset::operator=	104135	70600	65305	4	2522	3274	2	0	1104	104129	68078	60927	2.41626395601 %	0.00384116771499 %	4.26474375483 %	0.460756540577 %	0.00192058385749 %	0.812332143777 %
__dynamic_cast	99684	40257	36423	46	163	2	19	55	0	99619	40039	36421	0.11963892858 %	0.0461458207937 %	0.215179968701 %	0.0419586763739 %	0.0190602303278 %	0.0717266562337 %
std::istream::read	98400	43200	36000	10	15	5	8	2	2	98382	43183	35993	0.0168918918919 %	0.010162601626 %	0.0252525252525 %	0.00675675675676 %	0.00813008130081 %	0.00505050505051 %
std::basic_filebuf<char,	96004	40802	26402	19	27	0	15	7	0	95970	40768	26402	0.0281848928974 %	0.0197908420482 %	0.0401761799893 %	0.0134797313857 %	0.0156243489855 %	0.0104160466639 %
std::istream::sentry::sentry	91824	38516	19189	26	19	0	8	5	0	91790	38492	19189	0.0300944967197 %	0.028315037463 %	0.0329260895936 %	0.00869396571902 %	0.00871231921938 %	0.00866476041937 %
TComPicYuv::create	87100	6578	15482	42	17	1595	24	0	1556	87034	6561	12331	1.51520703554 %	0.0482204362801 %	7.30734360834 %	1.44741663613 %	0.0275545350172 %	7.05349048051 %
operator	86981	31630	31630	96	71	4	9	5	1	86876	31554	31625	0.113817133805 %	0.110368931146 %	0.118558330699 %	0.0099839591057 %	0.0103470872949 %	0.0094846664559 %
TEncCu::deriveTestModeAMP	84013	29203	15158	9730	9699	0	13	0	0	74270	19504	15158	15.1346845935 %	11.581540952 %	21.8637992832 %	0.0101266611619 %	0.0154737957221 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	8	5	91	0	76673	25714	24532	0.505248315839 %	0.0547445255474 %	1.18374558304 %	0.0751997493342 %	0.00651720542231 %	0.178641539066 %
TEncBinCABAC::encodeBinEP	74396	23750	23968	11	0	0	7	0	0	74378	23750	23968	0.00900797615343 %	0.0147857411689 %	0.0 %	0.00573234846127 %	0.00940910801656 %	0.0 %
__pow_finite	72231	7361	1480	30	540	0	30	10	0	72171	6811	1480	0.703078744819 %	0.0415334136313 %	6.10790634544 %	0.0493388592856 %	0.0415334136313 %	0.113109376767 %
std::ostream::sentry::sentry	69930	28490	18130	21	31	1	12	10	0	69897	28449	18129	0.045474045474 %	0.03003003003 %	0.0686400686401 %	0.018876018876 %	0.01716001716 %	0.02145002145 %
ContextModel3DBuffer::calcCost	69488	23820	14888	16	354	0	4	38	0	69468	23428	14888	0.341971976783 %	0.0230255583698 %	0.914539630051 %	0.0388184406078 %	0.00575638959245 %	0.0981709207399 %
_dl_addr	61676	20724	1946	12	1622	2	12	1369	0	61652	17733	1944	1.93962962085 %	0.0194565146897 %	7.16365240406 %	1.63730348801 %	0.0194565146897 %	6.03881782091 %
TComDataCU::getCtxInterDir	61320	61320	0	10915	162	0	0	1	0	50405	61157	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_string<char,	60712	22892	11396	9	573	29	3	1	26	60700	22318	11341	0.643157894737 %	0.0148240874951 %	1.75571628558 %	0.0315789473684 %	0.00494136249835 %	0.07874475035 %
TEncSampleAdaptiveOffset::getStatistics	56930	22880	16470	95	1870	271	55	30	0	56780	20980	16199	2.32239302036 %	0.166871596698 %	5.44091486658 %	0.0882841711674 %	0.0966098717724 %	0.0762388818297 %
vfprintf	55894	17958	15010	533	143	86	234	49	25	55127	17766	14899	0.857509396592 %	0.953590725301 %	0.69461295802 %	0.346604847967 %	0.418649586718 %	0.224460082504 %
TAppEncCfg::parseCfg	54581	25430	35026	1250	516	910	1080	1	626	52251	24913	33490	2.32620808957 %	2.29017423646 %	2.35874024084 %	1.48387040691 %	1.9787105403 %	1.03711790393 %
0x0006dd0f	54300	10860	0	14	0	0	2	0	0	54284	10860	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_Rep::_S_create	54111	11066	12910	96	19	333	14	1	328	54001	11046	12249	0.573719056949 %	0.177413095304 %	1.46813480147 %	0.439253652977 %	0.0258727430652 %	1.37220553887 %
_IO_file_xsputn@@GLIBC_2.1	50913	12685	6983	66	24	32	29	15	8	50818	12646	6943	0.172851050566 %	0.129632903188 %	0.284726459223 %	0.073674218274 %	0.0569599120068 %	0.116941224324 %
std::string::find_first_not_of	50868	18095	16770	12	0	0	3	0	0	50853	18095	16770	0.0139969440006 %	0.0235904694503 %	0.0 %	0.00349923600014 %	0.00589761736259 %	0.0 %
TEncCu::xEncodeCU	50492	24876	13038	1468	3566	309	26	13	0	48998	21297	12729	6.04370744067 %	2.9073912699 %	10.2204990241 %	0.0441146528516 %	0.0514933058702 %	0.0342881257583 %
char*	50200	14665	16247	33	6	334	10	0	329	50157	14659	15584	0.459857974159 %	0.0657370517928 %	1.09989648033 %	0.417940625308 %	0.0199203187251 %	1.0643115942 %
TComDataCU::destroy	49464	13667	19617	14	1222	151	14	871	101	49436	11574	19365	1.67617344226 %	0.0283034125829 %	4.12510515563 %	1.19156958476 %	0.0283034125829 %	2.92032207667 %
TComDataCU::create	49429	12586	25933	36	777	1068	15	0	0	49378	11809	24865	2.13876381498 %	0.0728317384531 %	4.7898439731 %	0.0170555328148 %	0.0303465576888 %	0.0 %
std::_Rb_tree<std::string,	48478	16951	15541	19	28	0	14	0	0	48445	16923	15541	0.0580461899469 %	0.0391930360163 %	0.0861750584759 %	0.0172903544523 %	0.0288790791699 %	0.0 %
__cxxabiv1::__vmi_class_type_info::__do_dyncast	45436	20194	11360	148	67	13	29	21	2	45259	20106	11345	0.29614235615 %	0.325732899023 %	0.253533624897 %	0.067541239122 %	0.0638260410247 %	0.0728909171579 %
std::string::_M_mutate	45089	15624	9629	36	1	11	17	0	8	45036	15623	9610	0.0682380370191 %	0.0798420900885 %	0.0475191066408 %	0.0355406442808 %	0.0377032092085 %	0.0316794044272 %
__cxxabiv1::__si_class_type_info::__do_dyncast	45010	20576	10288	52	0	0	12	0	0	44946	20576	10288	0.0685346759101 %	0.115529882248 %	0.0 %	0.0158156944408 %	0.0266607420573 %	0.0 %
__printf_fp	42483	11876	8674	571	86	40	317	26	4	41595	11764	8630	1.1057699935 %	1.34406703858 %	0.613138686131 %	0.550505290879 %	0.746180825271 %	0.14598540146 %
TEncSbac::codeSaoTypeIdx	41256	19431	14151	8	714	0	5	3	0	41243	18714	14151	0.964750527807 %	0.0193911188676 %	2.12613900304 %	0.0106897565408 %	0.0121194492922 %	0.00893335715562 %
char*	38289	8997	10650	186	0	15	3	0	11	38100	8997	10624	0.346934548467 %	0.485779205516 %	0.0763475339747 %	0.0241645954156 %	0.00783514847606 %	0.0559881915814 %
operator	36465	13260	13260	18	190	5	3	4	2	36444	13066	13253	0.338175756132 %	0.0493624023036 %	0.735294117647 %	0.0142891164563 %	0.0082270670506 %	0.0226244343891 %
operator	36465	13260	13260	16	35	1	6	4	0	36443	13221	13259	0.0825593395253 %	0.0438776909365 %	0.135746606335 %	0.0158767960626 %	0.0164541341012 %	0.0150829562594 %
TComPicSym::deriveLoopFilterBoundaryAvailibility	35505	17636	7018	84	2449	23	48	0	0	35373	15187	6995	4.24874083678 %	0.236586396282 %	10.0267705038 %	0.0797885603152 %	0.135192226447 %	0.0 %
_IO_file_overflow@@GLIBC_2.1	31726	9386	5424	47	7	29	19	0	6	31660	9379	5389	0.178356541172 %	0.148143478535 %	0.243079000675 %	0.0537218497507 %	0.059887789195 %	0.0405131667792 %
TEncSbac::codeSAOBlkParam	30662	8728	8840	25	111	0	15	0	0	30622	8617	8840	0.281982168775 %	0.0815341465006 %	0.631830601093 %	0.0311009744972 %	0.0489204879003 %	0.0 %
copyPlane	27915	12495	9840	15	70	0	13	2	0	27887	12423	9840	0.169154228856 %	0.0537345513165 %	0.313409447056 %	0.0298507462687 %	0.0465699444743 %	0.00895455563018 %
TEncSampleAdaptiveOffset::deriveModeMergeRDO	27800	11608	8917	42	53	0	32	0	0	27726	11555	8917	0.19658561821 %	0.151079136691 %	0.258221680877 %	0.0662183135023 %	0.115107913669 %	0.0 %
0x001366bb	27070	27070	0	12	0	0	0	0	0	27058	27070	0	0 %	0 %	0 %	0 %	0 %	0 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	70	8	11	0	0	25798	8983	6337	0.300584199937 %	0.177915296848 %	0.506559293415 %	0.0266647274138 %	0.0425449622897 %	0.0 %
0x001366bf	24952	24952	0	31	0	0	5	0	0	24916	24952	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
std::istreambuf_iterator<char,	24294	7387	5896	302	22	0	26	0	0	23966	7365	5896	0.862229555313 %	1.24310529349 %	0.165625235263 %	0.0691912606115 %	0.107022310035 %	0.0 %
__strlen_sse2_bsf	23836	4719	1332	15	831	0	5	755	0	23816	3133	1332	2.83066216081 %	0.0629300218157 %	13.7332672286 %	2.54291163382 %	0.0209766739386 %	12.4772764832 %
TComSlice::initEqualRef	23690	750	5850	55	0	162	33	0	145	23602	750	5543	0.716408055464 %	0.232165470663 %	2.45454545455 %	0.587652690657 %	0.139299282398 %	2.19696969697 %
pow	23680	8880	8880	15	0	358	15	0	2	23650	8880	8520	0.900096525097 %	0.0633445945946 %	2.01576576577 %	0.0410231660232 %	0.0633445945946 %	0.0112612612613 %
std::basic_string<char,	23020	8222	6578	56	9	0	4	0	0	22960	8213	6578	0.171866737176 %	0.243266724587 %	0.0608108108108 %	0.0105764145955 %	0.0173761946134 %	0.0 %
0x0006e55f	21860	4372	0	11	0	0	6	0	0	21843	4372	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xGetIntraBitsQTChroma	21312	10656	8658	705	458	0	4	0	0	20603	10198	8658	2.86269876434 %	3.3079954955 %	2.3713368541 %	0.00984591148526 %	0.0187687687688 %	0.0 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1782	1	12	2	0	21118	6379	5050	5.22470601933 %	0.0567590577996 %	13.4932647192 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
TEncSlice::compressSlice	21111	11302	6945	1795	4089	356	65	28	0	19251	7185	6589	15.8544641496 %	8.50267632988 %	24.3601687949 %	0.236292494537 %	0.307896357349 %	0.153449882172 %
_dl_name_match_p	20772	5180	6508	35	155	17	6	7	8	20731	5018	6483	0.637707948244 %	0.168496052378 %	1.47159479808 %	0.0646950092421 %	0.0288850375505 %	0.128336755647 %
strchrnul	20352	2577	341	40	125	0	24	107	0	20288	2345	341	0.709067468844 %	0.196540880503 %	4.28375599726 %	0.562956596476 %	0.117924528302 %	3.66689513365 %
std::string::_Rep::_M_destroy	20288	7378	7378	24	16	3	7	1	0	20257	7361	7375	0.122702887798 %	0.118296529968 %	0.128761181892 %	0.0228284442415 %	0.0345031545741 %	0.00677690431011 %
std::codecvt<char,	20128	2516	0	9	0	0	2	0	0	20117	2516	0	0 %	0 %	0 %	0 %	0 %	0 %
__mpn_divrem	18571	6561	4182	50	0	24	34	0	4	18487	6561	4154	0.252439107594 %	0.269236982392 %	0.223401284557 %	0.129630893089 %	0.183081148026 %	0.0372335474262 %
df::program_options_lite::scanLine	18413	5126	7104	256	24	0	19	0	0	18138	5102	7104	0.913748653852 %	1.39032205507 %	0.196238757155 %	0.06200437294 %	0.103187965025 %	0.0 %
_dl_fixup	17935	6940	3371	43	1212	23	12	222	5	17880	5506	3343	4.52453444736 %	0.23975466964 %	11.9774997575 %	0.846137506196 %	0.0669082798996 %	2.2015323441 %
std::locale::id::_M_id	17902	6650	2278	41	172	0	4	16	0	17857	6462	2278	0.793887439433 %	0.229024689979 %	1.92652329749 %	0.074543421543 %	0.0223438721931 %	0.179211469534 %
std::_Rb_tree<std::string,	17399	4936	4149	94	691	0	4	0	0	17301	4245	4149	2.96405376831 %	0.540260934536 %	7.60594386351 %	0.015103458692 %	0.0229898270016 %	0.0 %
std::locale::locale	17199	5733	5733	215	1	16	8	0	5	16976	5732	5712	0.809349380778 %	1.25007267864 %	0.148264433979 %	0.0453514739229 %	0.0465143322286 %	0.0436071864643 %
std::basic_string<char,	17142	5276	7253	153	8	74	4	0	71	16985	5268	7108	0.792019143271 %	0.892544627231 %	0.654481602682 %	0.252772067001 %	0.0233345000583 %	0.566685290127 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1110	0	23	0	0	17045	4303	3659	4.33419966366 %	0.140416569155 %	12.2354497354 %	0.087907047852 %	0.134565878774 %	0.0 %
TEncSlice::encodeSlice	17085	7551	5277	117	734	91	60	1	3	16908	6816	5183	3.1491324842 %	0.684811237928 %	6.43124415341 %	0.213953799351 %	0.351185250219 %	0.0311817898347 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	586	2	0	570	16920	9672	6098	1.74288077514 %	0.0236322816968 %	3.46212926858 %	1.68970814132 %	0.0118161408484 %	3.36760014179 %
TEncSampleAdaptiveOffset::decideBlkParams	16159	5002	7191	67	474	131	44	0	2	16048	4528	7058	2.37020316027 %	0.414629618169 %	4.96186336423 %	0.162246049661 %	0.272294077604 %	0.0164028540966 %
TComDataCU::TComDataCU	16132	296	12432	41	0	1515	18	0	1506	16073	296	9411	5.39154539155 %	0.254153235805 %	11.9028912634 %	5.28066528067 %	0.111579469378 %	11.8321810182 %
TEncSbac::codeSaoUflc	15888	9268	5296	0	0	0	0	0	0	15888	9268	5296	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
SAOOffset::SAOOffset	15270	4581	6108	7	0	46	2	0	0	15261	4581	6062	0.204168111252 %	0.0458415193189 %	0.430348956872 %	0.00770445702839 %	0.0130975769483 %	0.0 %
TComSampleAdaptiveOffset::offsetCTU	14590	4900	3234	33	471	30	29	1	0	14528	4428	3204	2.34993839113 %	0.226182316655 %	6.15933120236 %	0.132019010738 %	0.198766278273 %	0.0122940742562 %
SAOBlkParam::operator=	14526	3228	6994	8	0	0	4	0	0	14514	3228	6994	0.0323258445127 %	0.0550736610216 %	0.0 %	0.0161629222563 %	0.0275368305108 %	0.0 %
std::basic_istream<char,	14444	5080	3817	45	19	0	13	1	0	14386	5060	3817	0.274195621439 %	0.311548047632 %	0.213555130943 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	4	0	7	0	0	13820	4648	332	0.0584546710596 %	0.0505999710857 %	0.0802568218299 %	0.0371984270379 %	0.0505999710857 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	13833	3304	2967	10	0	0	6	0	0	13817	3304	2967	0.049741345006 %	0.0722908985759 %	0.0 %	0.0298448070036 %	0.0433745391455 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	38	78	169	1	1	13147	5305	2413	1.34596445153 %	1.26788759546 %	1.48034711588 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	543	0	4	0	0	13444	3583	2648	2.77173913043 %	0.133669983663 %	8.01594331267 %	0.0197628458498 %	0.0297044408139 %	0.0 %
std::locale::~locale	13188	4396	2512	23	9	0	4	0	0	13161	4387	2512	0.15923566879 %	0.174400970579 %	0.13028372901 %	0.0199044585987 %	0.030330603579 %	0.0 %
TComTrQuant::setFlatScalingList	13010	2185	7945	15	5	175	8	0	0	12987	2180	7770	0.842696629213 %	0.115295926211 %	1.77690029615 %	0.0345721694036 %	0.0614911606457 %	0.0 %
__memmove_ssse3	12822	3437	2526	244	450	766	93	48	270	12485	2939	1490	7.77215863721 %	1.90297925441 %	20.3924199229 %	2.18791589034 %	0.72531586336 %	5.33288613114 %
std::string::find	12664	3961	3166	9	52	0	3	0	0	12652	3909	3166	0.308220908494 %	0.0710675931775 %	0.729619755858 %	0.0151584053358 %	0.0236891977258 %	0.0 %
std::basic_ios<char,	12544	3768	5959	232	217	0	36	30	0	12276	3521	5959	2.016074716 %	1.84948979592 %	2.2309036702 %	0.296349512819 %	0.286989795918 %	0.308419862239 %
SAOBlkParam::~SAOBlkParam	12307	1985	3970	6	0	2	2	0	0	12299	1985	3968	0.0438068119593 %	0.0487527423418 %	0.0335852225021 %	0.0109517029898 %	0.0162509141139 %	0.0 %
std::vector<unsigned	11501	3325	3066	90	74	69	23	4	4	11388	3247	2993	1.3022579924 %	0.782540648639 %	2.23752151463 %	0.17326179298 %	0.199982610208 %	0.12517602879 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
std::ios_base::ios_base	11270	966	5152	95	25	94	11	10	47	11164	931	5011	1.23073383943 %	0.842945874002 %	1.94508009153 %	0.391074304118 %	0.0976042590949 %	0.931677018634 %
TComCUMvField::destroy	11248	3552	3848	3	110	38	3	77	23	11242	3365	3787	0.809738309738 %	0.0266714082504 %	2.0 %	0.552338052338 %	0.0266714082504 %	1.35135135135 %
std::string::_M_leak_hard	11026	3863	3539	230	3	0	3	0	0	10793	3860	3539	1.26438029086 %	2.08597859605 %	0.0405295865982 %	0.0162795745605 %	0.0272084164702 %	0.0 %
TEncSbac::codeSaoMerge	10990	5495	3140	0	308	1	0	0	0	10990	5187	3139	1.57452229299 %	0.0 %	3.5784597568 %	0.0 %	0.0 %	0.0 %
std::string::append	10765	4427	3855	107	6	27	9	5	6	10649	4416	3822	0.735023888276 %	0.993961913609 %	0.398454479594 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
std::ios_base::_M_init	10469	3491	4759	51	23	0	18	10	0	10400	3458	4759	0.395320262835 %	0.487152545611 %	0.278787878788 %	0.149580639991 %	0.171936192569 %	0.121212121212 %
TComPic::getSAOMergeAvailability	10440	7200	1080	21	949	0	6	3	0	10413	6248	1080	5.18162393162 %	0.201149425287 %	11.461352657 %	0.0480769230769 %	0.0574712643678 %	0.036231884058 %
std::__detail::_List_node_base::_M_hook	10368	5760	4608	22	20	14	6	2	0	10340	5738	4594	0.270061728395 %	0.212191358025 %	0.327932098765 %	0.0385802469136 %	0.0578703703704 %	0.0192901234568 %
__overflow	9922	4699	3133	16	17	5	6	1	0	9900	4681	3128	0.214036273516 %	0.161257810925 %	0.280898876404 %	0.039427734595 %	0.060471679097 %	0.0127681307457 %
std::basic_ios<char,	9711	2508	4699	181	28	0	19	10	0	9511	2470	4699	1.23537061118 %	1.86386571929 %	0.388511169696 %	0.171415060882 %	0.195654412522 %	0.138753989177 %
bool	9707	3758	2819	61	68	0	13	30	0	9633	3660	2819	0.792188651437 %	0.628412485835 %	1.03390603619 %	0.264062883812 %	0.133923972391 %	0.456135015965 %
bool	9703	3756	2817	136	38	0	11	10	0	9556	3708	2817	1.06905873679 %	1.40162836236 %	0.578122622851 %	0.129024330302 %	0.113366999897 %	0.152137532329 %
bool	9703	3756	2817	42	15	0	3	5	0	9658	3736	2817	0.350208896535 %	0.432855817788 %	0.228206298494 %	0.0491521258294 %	0.0309182726992 %	0.0760687661646 %
0x00019b20	9570	9570	0	1	0	0	1	0	0	9568	9570	0	0 %	0 %	0 %	0 %	0 %	0 %
SAOBlkParam::SAOBlkParam	9528	2382	5161	16	0	0	6	0	0	9506	2382	5161	0.0937262023314 %	0.16792611251 %	0.0 %	0.0351473258743 %	0.0629722921914 %	0.0 %
std::locale::operator=	9510	3487	2219	29	0	0	4	0	0	9477	3487	2219	0.190588853838 %	0.304942166141 %	0.0 %	0.0262881177708 %	0.0420609884332 %	0.0 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
sbrk	9375	2745	2050	15	96	61	8	3	4	9352	2646	1985	1.21383203952 %	0.16 %	3.27424400417 %	0.105857445307 %	0.0853333333333 %	0.14598540146 %
TEncGOP::compressGOP	9314	4263	3811	792	657	300	534	66	65	7988	3540	3446	10.0586611456 %	8.50332832295 %	11.8528610354 %	3.82447665056 %	5.7333047026 %	1.62249194947 %
__GI_mempcpy	9305	3595	1311	8	2	35	5	2	19	9292	3591	1257	0.316656111463 %	0.0859752821064 %	0.754178556869 %	0.182956864401 %	0.0537345513165 %	0.428047289034 %
std::ctype<char>	9222	3816	2862	100	0	0	10	0	0	9112	3816	2862	0.62893081761 %	1.08436347864 %	0.0 %	0.062893081761 %	0.108436347864 %	0.0 %
systrim.isra.1	9132	2765	1908	13	13	6	7	0	2	9112	2752	1900	0.231800072438 %	0.142356548401 %	0.406591054997 %	0.0651937703731 %	0.0766535260622 %	0.0427990584207 %
__mpn_mul_1	9122	2876	1566	7	0	2	3	0	2	9112	2876	1562	0.0663521085226 %	0.0767375575532 %	0.04502476362 %	0.0368622825125 %	0.0328875246656 %	0.04502476362 %
std::num_get<char,	9077	3756	2817	61	0	0	10	0	0	9006	3756	2817	0.389776357827 %	0.672028203151 %	0.0 %	0.0638977635783 %	0.110168557894 %	0.0 %
std::num_put<char,	9077	3756	2817	20	0	0	8	0	0	9049	3756	2817	0.127795527157 %	0.220337115787 %	0.0 %	0.0511182108626 %	0.0881348463149 %	0.0 %
0x00084ec0	8919	2548	1275	10	29	0	2	10	0	8907	2509	1275	0.306074399623 %	0.112120192847 %	0.758566570756 %	0.0941767383456 %	0.0224240385693 %	0.261574679571 %
